filename	instrument	fs	bpm
Alan_Jackson__Mercury_Blues.1_instr1_ts143.45_te154.40_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts154.48_te165.43_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts165.52_te176.47_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts176.55_te187.50_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts187.59_te198.53_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr1_ts198.62_te209.57_fs11.60.npz	1	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts22.07_te33.02_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts33.10_te44.05_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts44.14_te55.09_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts55.17_te66.12_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts66.21_te77.16_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts77.24_te88.19_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts88.28_te99.22_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts99.31_te110.26_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts110.34_te121.29_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts132.41_te143.36_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts143.45_te154.40_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts154.48_te165.43_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts165.52_te176.47_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts176.55_te187.50_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts187.59_te198.53_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues.1_instr5_ts198.62_te209.57_fs11.60.npz	5	11.60	174.00
Alan_Jackson__Mercury_Blues_instr1_ts0.00_te11.27_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts11.36_te22.63_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts22.72_te33.99_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts34.08_te45.36_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts45.44_te56.72_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts56.80_te68.08_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts68.17_te79.44_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts79.53_te90.80_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts90.89_te102.16_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts102.25_te113.52_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts113.61_te124.88_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts124.97_te136.24_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts136.33_te147.60_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts147.69_te158.96_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts159.05_te170.33_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts170.41_te181.69_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts181.78_te193.05_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr1_ts193.14_te204.41_fs11.27.npz	1	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts0.00_te11.27_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts11.36_te22.63_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts22.72_te33.99_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts34.08_te45.36_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts45.44_te56.72_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts56.80_te68.08_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts68.17_te79.44_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts79.53_te90.80_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts90.89_te102.16_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts102.25_te113.52_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts113.61_te124.88_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts136.33_te147.60_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts147.69_te158.96_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts159.05_te170.33_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts170.41_te181.69_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts181.78_te193.05_fs11.27.npz	0	11.27	169.00
Alan_Jackson__Mercury_Blues_instr0_ts193.14_te204.41_fs11.27.npz	0	11.27	169.00
Queen__I_Was_Born_to_Love_You_instr0_ts29.56_te44.21_fs8.67.npz	0	8.67	130.00
Queen__I_Was_Born_to_Love_You_instr0_ts59.09_te73.75_fs8.67.npz	0	8.67	130.00
Queen__I_Was_Born_to_Love_You_instr0_ts73.86_te88.52_fs8.67.npz	0	8.67	130.00
Queen__I_Was_Born_to_Love_You_instr0_ts118.17_te132.82_fs8.67.npz	0	8.67	130.00
Queen__I_Was_Born_to_Love_You_instr0_ts132.94_te147.59_fs8.67.npz	0	8.67	130.00
Queen__I_Was_Born_to_Love_You_instr0_ts147.71_te162.36_fs8.67.npz	0	8.67	130.00
Queen__I_Was_Born_to_Love_You_instr0_ts162.48_te177.13_fs8.67.npz	0	8.67	130.00
Queen__I_Was_Born_to_Love_You_instr0_ts206.79_te221.44_fs8.67.npz	0	8.67	130.00
Queen__I_Was_Born_to_Love_You_instr0_ts221.55_te236.21_fs8.67.npz	0	8.67	130.00
Queen__I'm_Going_Slightly_Mad.3_instr3_ts233.74_te250.30_fs7.67.npz	3	7.67	115.00
Queen__I'm_Going_Slightly_Mad_instr3_ts233.74_te250.30_fs7.67.npz	3	7.67	115.00
Queen__I'm_Going_Slightly_Mad_instr3_ts250.43_te267.00_fs7.67.npz	3	7.67	115.00
Queen__In_Only_Seven_Days_instr4_ts0.00_te17.01_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts17.14_te34.15_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts34.29_te51.29_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts51.43_te68.44_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts68.57_te85.58_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts85.71_te102.72_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts102.86_te119.87_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts120.00_te137.01_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts137.14_te154.15_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts154.29_te171.29_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts171.43_te188.44_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts188.57_te205.58_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts205.71_te222.72_fs7.47.npz	4	7.47	112.00
Queen__In_Only_Seven_Days_instr4_ts222.86_te239.87_fs7.47.npz	4	7.47	112.00
Blood,_Sweat_&_Tears__You've_Made_Me_So_Very_Happy_instr0_ts214.49_te239.89_fs5.00.npz	0	5.00	75.00
Blood,_Sweat_&_Tears__You've_Made_Me_So_Very_Happy_instr0_ts240.09_te265.49_fs5.00.npz	0	5.00	75.00
Blood,_Sweat_&_Tears__You've_Made_Me_So_Very_Happy_instr0_ts265.69_te291.09_fs5.00.npz	0	5.00	75.00
David_Bowie__Diamond_Dogs_instr0_ts0.00_te15.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts16.00_te31.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts32.00_te47.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts48.00_te63.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts64.00_te79.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts80.00_te95.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts96.00_te111.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts112.00_te127.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts128.00_te143.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts144.00_te159.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts160.00_te175.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts176.00_te191.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts192.00_te207.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts208.00_te223.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Diamond_Dogs_instr0_ts224.00_te239.88_fs8.00.npz	0	8.00	120.00
David_Bowie__Life_On_Mars_instr2_ts0.00_te29.31_fs4.33.npz	2	4.33	65.00
David_Bowie__Life_On_Mars_instr2_ts29.54_te58.85_fs4.33.npz	2	4.33	65.00
David_Bowie__Life_On_Mars_instr2_ts59.08_te88.38_fs4.33.npz	2	4.33	65.00
David_Bowie__Life_On_Mars_instr1_ts0.00_te29.31_fs4.33.npz	1	4.33	65.00
David_Bowie__Life_On_Mars_instr1_ts29.54_te58.85_fs4.33.npz	1	4.33	65.00
David_Bowie__Life_On_Mars_instr1_ts59.08_te88.38_fs4.33.npz	1	4.33	65.00
David_Bowie__Life_On_Mars_instr2_ts98.13_te127.44_fs4.33.npz	2	4.33	65.00
David_Bowie__Life_On_Mars_instr2_ts127.67_te156.97_fs4.33.npz	2	4.33	65.00
David_Bowie__Life_On_Mars_instr2_ts157.21_te186.51_fs4.33.npz	2	4.33	65.00
David_Bowie__Suffragette_City_instr0_ts27.43_te41.04_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts41.14_te54.75_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts68.57_te82.18_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts82.29_te95.89_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts96.00_te109.61_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts109.71_te123.32_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts123.43_te137.04_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts137.14_te150.75_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts150.86_te164.46_fs9.33.npz	0	9.33	140.00
David_Bowie__Suffragette_City_instr0_ts169.68_te182.82_fs9.67.npz	0	9.67	145.00
David_Bowie__Suffragette_City_instr0_ts182.93_te196.06_fs9.67.npz	0	9.67	145.00
East_17__Around_The_World_instr3_ts0.00_te21.90_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts22.07_te43.97_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts44.14_te66.03_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts66.21_te88.10_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts88.28_te110.17_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts110.34_te132.24_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts132.41_te154.31_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts154.48_te176.38_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts176.55_te198.45_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts198.62_te220.52_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts220.69_te242.59_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr3_ts242.76_te264.66_fs5.80.npz	3	5.80	87.00
East_17__Around_The_World_instr0_ts22.07_te43.97_fs5.80.npz	0	5.80	87.00
East_17__Around_The_World_instr0_ts66.21_te88.10_fs5.80.npz	0	5.80	87.00
East_17__Around_The_World_instr0_ts88.28_te110.17_fs5.80.npz	0	5.80	87.00
East_17__Around_The_World_instr0_ts154.48_te176.38_fs5.80.npz	0	5.80	87.00
East_17__Around_The_World_instr0_ts176.55_te198.45_fs5.80.npz	0	5.80	87.00
East_17__Around_The_World_instr0_ts198.62_te220.52_fs5.80.npz	0	5.80	87.00
East_17__Around_The_World_instr0_ts220.69_te242.59_fs5.80.npz	0	5.80	87.00
East_17__Around_The_World_instr0_ts242.76_te264.66_fs5.80.npz	0	5.80	87.00
East_17__Hold_My_Body_Tight_instr0_ts0.00_te19.44_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts19.59_te39.03_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts39.18_te58.62_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts58.78_te78.21_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts78.37_te97.81_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts97.96_te117.40_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts117.55_te136.99_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts137.14_te156.58_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts156.73_te176.17_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts176.33_te195.76_fs6.53.npz	0	6.53	98.00
East_17__Hold_My_Body_Tight_instr0_ts195.92_te215.36_fs6.53.npz	0	6.53	98.00
East_17__It's_Alright_instr6_ts0.00_te14.77_fs8.60.npz	6	8.60	129.00
East_17__It's_Alright_instr6_ts14.88_te29.65_fs8.60.npz	6	8.60	129.00
East_17__It's_Alright_instr1_ts0.00_te14.77_fs8.60.npz	1	8.60	129.00
East_17__It's_Alright_instr1_ts14.88_te29.65_fs8.60.npz	1	8.60	129.00
East_17__It's_Alright_instr1_ts29.77_te44.53_fs8.60.npz	1	8.60	129.00
East_17__It's_Alright_instr1_ts44.65_te59.42_fs8.60.npz	1	8.60	129.00
East_17__It's_Alright_instr1_ts59.53_te74.30_fs8.60.npz	1	8.60	129.00
East_17__It's_Alright_instr1_ts253.02_te267.79_fs8.60.npz	1	8.60	129.00
East_17__It's_Alright_instr1_ts267.90_te282.67_fs8.60.npz	1	8.60	129.00
Queen__Friends_Will_Be_Friends.5_instr1_ts0.00_te25.40_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr1_ts25.60_te51.00_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr1_ts51.20_te76.60_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr1_ts76.80_te102.20_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr1_ts102.40_te127.80_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr1_ts128.00_te153.40_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr1_ts153.60_te179.00_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr0_ts0.00_te25.40_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr0_ts25.60_te51.00_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr0_ts51.20_te76.60_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr0_ts76.80_te102.20_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr0_ts102.40_te127.80_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr0_ts128.00_te153.40_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr0_ts153.60_te179.00_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.5_instr6_ts179.20_te204.60_fs5.00.npz	6	5.00	75.00
Queen__Friends_Will_Be_Friends.6_instr0_ts0.00_te25.40_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.6_instr0_ts25.60_te51.00_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.6_instr0_ts51.20_te76.60_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.6_instr0_ts76.80_te102.20_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.6_instr0_ts102.40_te127.80_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.6_instr0_ts128.00_te153.40_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends.6_instr0_ts153.60_te179.00_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends_instr6_ts179.20_te204.60_fs5.00.npz	6	5.00	75.00
Queen__Friends_Will_Be_Friends_instr1_ts0.00_te25.40_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends_instr1_ts25.60_te51.00_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends_instr1_ts51.20_te76.60_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends_instr1_ts76.80_te102.20_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends_instr1_ts102.40_te127.80_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends_instr1_ts128.00_te153.40_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends_instr1_ts153.60_te179.00_fs5.00.npz	1	5.00	75.00
Queen__Friends_Will_Be_Friends_instr0_ts0.00_te25.40_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends_instr0_ts25.60_te51.00_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends_instr0_ts51.20_te76.60_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends_instr0_ts76.80_te102.20_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends_instr0_ts102.40_te127.80_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends_instr0_ts128.00_te153.40_fs5.00.npz	0	5.00	75.00
Queen__Friends_Will_Be_Friends_instr0_ts153.60_te179.00_fs5.00.npz	0	5.00	75.00
Queen__Good_Old_Fashioned_Lover_Boy.1_instr1_ts0.00_te19.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.1_instr1_ts20.00_te39.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.1_instr1_ts40.00_te59.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.1_instr1_ts60.00_te79.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.1_instr1_ts80.00_te99.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.1_instr1_ts100.00_te119.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.1_instr1_ts120.00_te139.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.1_instr1_ts140.00_te159.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.2_instr1_ts0.00_te19.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.2_instr1_ts20.00_te39.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.2_instr1_ts40.00_te59.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.2_instr1_ts60.00_te79.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.2_instr1_ts80.00_te99.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.2_instr1_ts100.00_te119.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.2_instr1_ts120.00_te139.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy.2_instr1_ts140.00_te159.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy_instr1_ts0.00_te19.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy_instr1_ts20.00_te39.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy_instr1_ts40.00_te59.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy_instr1_ts60.00_te79.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy_instr1_ts80.00_te99.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy_instr1_ts100.00_te119.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy_instr1_ts120.00_te139.84_fs6.40.npz	1	6.40	96.00
Queen__Good_Old_Fashioned_Lover_Boy_instr1_ts140.00_te159.84_fs6.40.npz	1	6.40	96.00
Queen__Headlong.1_instr0_ts0.00_te13.23_fs9.60.npz	0	9.60	144.00
Queen__Headlong.1_instr0_ts13.33_te26.56_fs9.60.npz	0	9.60	144.00
Queen__Headlong.1_instr0_ts26.67_te39.90_fs9.60.npz	0	9.60	144.00
Queen__Headlong.2_instr0_ts0.00_te13.23_fs9.60.npz	0	9.60	144.00
Queen__Headlong.2_instr0_ts13.33_te26.56_fs9.60.npz	0	9.60	144.00
Queen__Headlong.2_instr0_ts26.67_te39.90_fs9.60.npz	0	9.60	144.00
East_17__Let_It_Rain_instr2_ts88.61_te103.27_fs8.67.npz	2	8.67	130.00
East_17__Let_It_Rain_instr2_ts103.38_te118.04_fs8.67.npz	2	8.67	130.00
East_17__Let_It_Rain_instr2_ts147.69_te162.34_fs8.67.npz	2	8.67	130.00
East_17__Let_It_Rain_instr2_ts162.46_te177.11_fs8.67.npz	2	8.67	130.00
East_17__Let_It_Rain_instr2_ts177.23_te191.88_fs8.67.npz	2	8.67	130.00
East_17__Let_It_Rain_instr2_ts192.00_te206.65_fs8.67.npz	2	8.67	130.00
East_17__Someone_to_Love_instr0_ts53.33_te79.79_fs4.80.npz	0	4.80	72.00
East_17__Someone_to_Love_instr0_ts106.67_te133.12_fs4.80.npz	0	4.80	72.00
East_17__Someone_to_Love_instr0_ts133.33_te159.79_fs4.80.npz	0	4.80	72.00
East_17__Someone_to_Love_instr0_ts186.67_te213.12_fs4.80.npz	0	4.80	72.00
East_17__Someone_to_Love_instr0_ts213.33_te239.79_fs4.80.npz	0	4.80	72.00
East_17__Stay_Another_Day_instr0_ts0.00_te29.77_fs4.27.npz	0	4.27	64.00
East_17__Stay_Another_Day_instr0_ts30.00_te59.77_fs4.27.npz	0	4.27	64.00
East_17__Stay_Another_Day_instr0_ts60.00_te89.77_fs4.27.npz	0	4.27	64.00
East_17__Stay_Another_Day_instr0_ts90.00_te119.77_fs4.27.npz	0	4.27	64.00
East_17__Stay_Another_Day_instr0_ts120.00_te149.77_fs4.27.npz	0	4.27	64.00
East_17__Stay_Another_Day_instr0_ts150.00_te179.77_fs4.27.npz	0	4.27	64.00
East_17__Stay_Another_Day_instr0_ts180.00_te209.77_fs4.27.npz	0	4.27	64.00
East_17__Stay_Another_Day_instr0_ts210.00_te239.77_fs4.27.npz	0	4.27	64.00
Edsels__Rama_Lama_Ding_Dong_instr0_ts0.00_te15.00_fs8.47.npz	0	8.47	127.00
Edsels__Rama_Lama_Ding_Dong_instr0_ts15.12_te30.12_fs8.47.npz	0	8.47	127.00
Edsels__Rama_Lama_Ding_Dong_instr0_ts30.24_te45.24_fs8.47.npz	0	8.47	127.00
Edsels__Rama_Lama_Ding_Dong_instr0_ts45.35_te60.35_fs8.47.npz	0	8.47	127.00
Edsels__Rama_Lama_Ding_Dong_instr0_ts60.47_te75.47_fs8.47.npz	0	8.47	127.00
Edsels__Rama_Lama_Ding_Dong_instr0_ts75.59_te90.59_fs8.47.npz	0	8.47	127.00
Edsels__Rama_Lama_Ding_Dong_instr0_ts90.71_te105.71_fs8.47.npz	0	8.47	127.00
Edsels__Rama_Lama_Ding_Dong_instr0_ts105.83_te120.83_fs8.47.npz	0	8.47	127.00
First_Class__Beach_Baby.1_instr1_ts0.00_te13.91_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts14.01_te27.92_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts28.03_te41.93_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts42.04_te55.95_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts56.06_te69.96_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts70.07_te83.98_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts84.09_te97.99_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts98.10_te112.01_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts112.12_te126.02_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts126.13_te140.04_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts140.15_te154.05_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts154.16_te168.07_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts168.18_te182.08_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts182.19_te196.09_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts196.20_te210.11_fs9.13.npz	1	9.13	137.00
First_Class__Beach_Baby.1_instr1_ts210.22_te224.12_fs9.13.npz	1	9.13	137.00
